Recording	Participant	TOI	Interval	Bin	Bin_duration	Category	AOI	Category	Decision	Total_duration_of_fixations
Recording3	Participant 3	Vegan ice cream	1	2	1000	Dessert	Picture	Picture		268
Recording3	Participant 3	Vegan ice cream	1	3	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	4	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	5	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	6	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	7	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	8	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	9	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	10	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	11	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	12	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	13	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	14	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	15	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	16	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	17	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	18	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	19	1000	Dessert	Picture	Picture		420
Recording3	Participant 3	Vegan ice cream	1	20	1000	Dessert	Picture	Picture		84
Recording3	Participant 3	Vegan ice cream	1	21	1000	Dessert	Picture	Picture		364
Recording3	Participant 3	Vegan ice cream	1	22	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	23	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	24	1000	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	25	725	Dessert	Picture	Picture		0
Recording3	Participant 3	Vegan ice cream	1	1	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	2	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	3	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	4	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	5	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	6	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	7	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	8	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	9	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	10	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	11	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	12	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	13	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	14	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	15	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	16	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	17	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	18	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	19	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	20	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	21	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	22	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	23	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	24	1000	Dessert	Price	Price		0
Recording3	Participant 3	Vegan ice cream	1	25	725	Dessert	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	1	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	2	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	3	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	4	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	5	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	6	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	7	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	8	1000	Snack	I would buy		I would buy	0
Recording3	Participant 3	Veggie crisps	1	9	1000	Snack	I would buy		I would buy	199
Recording3	Participant 3	Veggie crisps	1	10	276	Snack	I would buy		I would buy	105
Recording3	Participant 3	Veggie crisps	1	1	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	2	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	3	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	4	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	5	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	6	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	7	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	8	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	9	1000	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	10	276	Snack	I would not buy		I would not buy	0
Recording3	Participant 3	Veggie crisps	1	1	1000	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	2	1000	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	3	1000	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	4	1000	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	5	1000	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	6	1000	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	7	1000	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	8	1000	Snack	Ingredients	Ingredients		763
Recording3	Participant 3	Veggie crisps	1	9	1000	Snack	Ingredients	Ingredients		641
Recording3	Participant 3	Veggie crisps	1	10	276	Snack	Ingredients	Ingredients		0
Recording3	Participant 3	Veggie crisps	1	1	1000	Snack	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Veggie crisps	1	2	1000	Snack	Nutrition Label	Nutrition Label		132
Recording3	Participant 3	Veggie crisps	1	3	1000	Snack	Nutrition Label	Nutrition Label		880
Recording3	Participant 3	Veggie crisps	1	4	1000	Snack	Nutrition Label	Nutrition Label		896
Recording3	Participant 3	Veggie crisps	1	5	1000	Snack	Nutrition Label	Nutrition Label		956
Recording3	Participant 3	Veggie crisps	1	6	1000	Snack	Nutrition Label	Nutrition Label		849
Recording3	Participant 3	Veggie crisps	1	7	1000	Snack	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Veggie crisps	1	8	1000	Snack	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Veggie crisps	1	9	1000	Snack	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Veggie crisps	1	10	276	Snack	Nutrition Label	Nutrition Label		0
Recording3	Participant 3	Veggie crisps	1	1	1000	Snack	Picture	Picture		292
Recording3	Participant 3	Veggie crisps	1	2	1000	Snack	Picture	Picture		616
Recording3	Participant 3	Veggie crisps	1	3	1000	Snack	Picture	Picture		0
Recording3	Participant 3	Veggie crisps	1	4	1000	Snack	Picture	Picture		0
Recording3	Participant 3	Veggie crisps	1	5	1000	Snack	Picture	Picture		0
Recording3	Participant 3	Veggie crisps	1	6	1000	Snack	Picture	Picture		0
Recording3	Participant 3	Veggie crisps	1	7	1000	Snack	Picture	Picture		519
Recording3	Participant 3	Veggie crisps	1	8	1000	Snack	Picture	Picture		121
Recording3	Participant 3	Veggie crisps	1	9	1000	Snack	Picture	Picture		0
Recording3	Participant 3	Veggie crisps	1	10	276	Snack	Picture	Picture		8
Recording3	Participant 3	Veggie crisps	1	1	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	2	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	3	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	4	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	5	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	6	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	7	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	8	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	9	1000	Snack	Price	Price		0
Recording3	Participant 3	Veggie crisps	1	10	276	Snack	Price	Price		0
Recording4	Participant 4	Burger	1	1	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	2	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	3	1000	Meal	I would buy		I would buy	152
Recording4	Participant 4	Burger	1	4	1000	Meal	I would buy		I would buy	432
Recording4	Participant 4	Burger	1	5	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	6	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	7	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	8	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	9	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	10	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	11	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	12	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	13	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	14	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	15	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	16	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	17	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	18	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	19	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	20	453	Meal	I would buy		I would buy	0
Recording4	Participant 4	Burger	1	1	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	2	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	3	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	4	1000	Meal	I would not buy		I would not buy	412
Recording4	Participant 4	Burger	1	5	1000	Meal	I would not buy		I would not buy	236
Recording4	Participant 4	Burger	1	6	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	7	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	8	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	9	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	10	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	11	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	12	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	13	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	14	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	15	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	16	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	17	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Burger	1	18	1000	Meal	I would not buy		I would not buy	152
Recording4	Participant 4	Burger	1	19	1000	Meal	I would not buy		I would not buy	928
Recording4	Participant 4	Burger	1	20	453	Meal	I would not buy		I would not buy	160
Recording4	Participant 4	Burger	1	1	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	2	1000	Meal	Ingredients	Ingredients		100
Recording4	Participant 4	Burger	1	3	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	4	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	5	1000	Meal	Ingredients	Ingredients		464
Recording4	Participant 4	Burger	1	6	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	7	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	8	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	9	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	10	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	11	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	12	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	13	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	14	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	15	1000	Meal	Ingredients	Ingredients		520
Recording4	Participant 4	Burger	1	16	1000	Meal	Ingredients	Ingredients		876
Recording4	Participant 4	Burger	1	17	1000	Meal	Ingredients	Ingredients		764
Recording4	Participant 4	Burger	1	18	1000	Meal	Ingredients	Ingredients		700
Recording4	Participant 4	Burger	1	19	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	20	453	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Burger	1	1	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	2	1000	Meal	Nutrition Label	Nutrition Label		432
Recording4	Participant 4	Burger	1	3	1000	Meal	Nutrition Label	Nutrition Label		680
Recording4	Participant 4	Burger	1	4	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	5	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	6	1000	Meal	Nutrition Label	Nutrition Label		560
Recording4	Participant 4	Burger	1	7	1000	Meal	Nutrition Label	Nutrition Label		932
Recording4	Participant 4	Burger	1	8	1000	Meal	Nutrition Label	Nutrition Label		776
Recording4	Participant 4	Burger	1	9	1000	Meal	Nutrition Label	Nutrition Label		916
Recording4	Participant 4	Burger	1	10	1000	Meal	Nutrition Label	Nutrition Label		852
Recording4	Participant 4	Burger	1	11	1000	Meal	Nutrition Label	Nutrition Label		940
Recording4	Participant 4	Burger	1	12	1000	Meal	Nutrition Label	Nutrition Label		828
Recording4	Participant 4	Burger	1	13	1000	Meal	Nutrition Label	Nutrition Label		912
Recording4	Participant 4	Burger	1	14	1000	Meal	Nutrition Label	Nutrition Label		892
Recording4	Participant 4	Burger	1	15	1000	Meal	Nutrition Label	Nutrition Label		304
Recording4	Participant 4	Burger	1	16	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	17	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	18	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	19	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	20	453	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Burger	1	1	1000	Meal	Picture	Picture		420
Recording4	Participant 4	Burger	1	2	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	3	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	4	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	5	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	6	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	7	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	8	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	9	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	10	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	11	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	12	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	13	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	14	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	15	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	16	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	17	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	18	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	19	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Burger	1	20	453	Meal	Picture	Picture		228
Recording4	Participant 4	Burger	1	1	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	2	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	3	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	4	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	5	1000	Meal	Price	Price		176
Recording4	Participant 4	Burger	1	6	1000	Meal	Price	Price		72
Recording4	Participant 4	Burger	1	7	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	8	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	9	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	10	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	11	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	12	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	13	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	14	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	15	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	16	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	17	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	18	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	19	1000	Meal	Price	Price		0
Recording4	Participant 4	Burger	1	20	453	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	1	1000	Meal	I would buy		I would buy	124
Recording4	Participant 4	Cereals	1	2	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	3	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	4	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	5	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	6	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	7	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	8	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	9	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	10	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	11	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	12	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	13	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	14	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	15	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	16	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	17	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	18	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	19	1000	Meal	I would buy		I would buy	0
Recording4	Participant 4	Cereals	1	20	1000	Meal	I would buy		I would buy	598
Recording4	Participant 4	Cereals	1	21	571	Meal	I would buy		I would buy	278
Recording4	Participant 4	Cereals	1	1	1000	Meal	I would not buy		I would not buy	112
Recording4	Participant 4	Cereals	1	2	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	3	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	4	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	5	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	6	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	7	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	8	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	9	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	10	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	11	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	12	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	13	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	14	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	15	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	16	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	17	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	18	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	19	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	20	1000	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	21	571	Meal	I would not buy		I would not buy	0
Recording4	Participant 4	Cereals	1	1	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	2	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	3	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	4	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	5	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	6	1000	Meal	Ingredients	Ingredients		84
Recording4	Participant 4	Cereals	1	7	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	8	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	9	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	10	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	11	1000	Meal	Ingredients	Ingredients		558
Recording4	Participant 4	Cereals	1	12	1000	Meal	Ingredients	Ingredients		886
Recording4	Participant 4	Cereals	1	13	1000	Meal	Ingredients	Ingredients		580
Recording4	Participant 4	Cereals	1	14	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	15	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	16	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	17	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	18	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	19	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	20	1000	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	21	571	Meal	Ingredients	Ingredients		0
Recording4	Participant 4	Cereals	1	1	1000	Meal	Nutrition Label	Nutrition Label		70
Recording4	Participant 4	Cereals	1	2	1000	Meal	Nutrition Label	Nutrition Label		86
Recording4	Participant 4	Cereals	1	3	1000	Meal	Nutrition Label	Nutrition Label		70
Recording4	Participant 4	Cereals	1	4	1000	Meal	Nutrition Label	Nutrition Label		864
Recording4	Participant 4	Cereals	1	5	1000	Meal	Nutrition Label	Nutrition Label		718
Recording4	Participant 4	Cereals	1	6	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Cereals	1	7	1000	Meal	Nutrition Label	Nutrition Label		534
Recording4	Participant 4	Cereals	1	8	1000	Meal	Nutrition Label	Nutrition Label		900
Recording4	Participant 4	Cereals	1	9	1000	Meal	Nutrition Label	Nutrition Label		932
Recording4	Participant 4	Cereals	1	10	1000	Meal	Nutrition Label	Nutrition Label		868
Recording4	Participant 4	Cereals	1	11	1000	Meal	Nutrition Label	Nutrition Label		18
Recording4	Participant 4	Cereals	1	12	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Cereals	1	13	1000	Meal	Nutrition Label	Nutrition Label		130
Recording4	Participant 4	Cereals	1	14	1000	Meal	Nutrition Label	Nutrition Label		808
Recording4	Participant 4	Cereals	1	15	1000	Meal	Nutrition Label	Nutrition Label		898
Recording4	Participant 4	Cereals	1	16	1000	Meal	Nutrition Label	Nutrition Label		576
Recording4	Participant 4	Cereals	1	17	1000	Meal	Nutrition Label	Nutrition Label		862
Recording4	Participant 4	Cereals	1	18	1000	Meal	Nutrition Label	Nutrition Label		542
Recording4	Participant 4	Cereals	1	19	1000	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Cereals	1	20	1000	Meal	Nutrition Label	Nutrition Label		252
Recording4	Participant 4	Cereals	1	21	571	Meal	Nutrition Label	Nutrition Label		0
Recording4	Participant 4	Cereals	1	1	1000	Meal	Picture	Picture		278
Recording4	Participant 4	Cereals	1	2	1000	Meal	Picture	Picture		150
Recording4	Participant 4	Cereals	1	3	1000	Meal	Picture	Picture		794
Recording4	Participant 4	Cereals	1	4	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	5	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	6	1000	Meal	Picture	Picture		240
Recording4	Participant 4	Cereals	1	7	1000	Meal	Picture	Picture		104
Recording4	Participant 4	Cereals	1	8	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	9	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	10	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	11	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	12	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	13	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	14	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	15	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	16	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	17	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	18	1000	Meal	Picture	Picture		158
Recording4	Participant 4	Cereals	1	19	1000	Meal	Picture	Picture		418
Recording4	Participant 4	Cereals	1	20	1000	Meal	Picture	Picture		0
Recording4	Participant 4	Cereals	1	21	571	Meal	Picture	Picture		216
Recording4	Participant 4	Cereals	1	1	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	2	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	3	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	4	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	5	1000	Meal	Price	Price		154
Recording4	Participant 4	Cereals	1	6	1000	Meal	Price	Price		262
Recording4	Participant 4	Cereals	1	7	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	8	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	9	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	10	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	11	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	12	1000	Meal	Price	Price		0
Recording4	Participant 4	Cereals	1	13	1000	Meal	Price	Price		164
Recording4	Participant 4	Cereals	1	14	1000	Meal	Price	Price		0
